Bait,Prey,Condition,SAINT,MaxSAINT,AvgSpec,SpecSum,co-IP validated,Reported,FoldChange
CC2D2A,B9D2,Ciliated,0.99,1.0,11,14,,,2.0
CC2D2A,DVL3,Ciliated,1.0,1.0,50,96,,,2.0
CC2D2A,ECH1,Ciliated,0.96,1.0,4,6,,,2.0
CC2D2A,GPATCH1,Ciliated,0.83,1.0,14,24,,,2.0
CC2D2A,HAUS8,Ciliated,0.96,0.99,3,5,,,2.0
CC2D2A,LMNA,Ciliated,1.0,1.0,22,41,,,2.0
CC2D2A,MB21D2,Ciliated,1.0,1.0,6,11,,,2.0
CC2D2A,MKS1,Ciliated,0.99,1.0,4,7,,,2.0
CC2D2A,SNU13,Ciliated,1.0,1.0,5,9,,,2.0
CC2D2A,NOLC1,Ciliated,1.0,1.0,74,137,,,2.0
CC2D2A,NOP2,Ciliated,1.0,1.0,19,32,,,2.0
CC2D2A,OFD1,Ciliated,0.99,0.99,3,6,,,2.0
CC2D2A,RPF2,Ciliated,1.0,1.0,6,10,,,2.0
CC2D2A,SRP72,Ciliated,1.0,1.0,5,10,,,2.0
CC2D2A,SRP9,Ciliated,1.0,1.0,7,13,,,2.0
CC2D2A,STAMBPL1,Ciliated,0.96,1.0,6,8,,,2.0
CC2D2A,STAU1,Ciliated,1.0,1.0,17,29,,,2.0
CC2D2A,TCTN3,Ciliated,1.0,1.0,5,9,,,2.0
CC2D2A,TDRD3,Ciliated,0.99,1.0,4,7,,,2.0
CC2D2A,TRIM26,Ciliated,1.0,1.0,4,8,,,2.0
CC2D2A,UNC45A,Ciliated,1.0,1.0,5,10,,,2.0
CC2D2A,WDR55,Ciliated,1.0,1.0,9,15,,,2.0
CC2D2A,WDR83,Ciliated,0.96,1.0,4,6,,,2.0
CC2D2A,XRN1,Ciliated,1.0,1.0,58,106,,,2.0
CC2D2A,YTHDC2,Ciliated,0.98,0.99,14,27,,,2.0
CC2D2A,YWHAH,Ciliated,1.0,1.0,12,23,,,2.0
CC2D2A,ZC3H15,Ciliated,0.99,1.0,11,20,,,2.0
CEP170,AGFG1,Ciliated,1.0,1.0,14,27,,,2.0
CEP170,ARHGEF2,Ciliated,1.0,1.0,10,18,,,2.0
CEP170,ASCC3,Ciliated,0.89,0.97,7,11,,,2.0
CEP170,CEP131,Ciliated,0.96,0.99,3,5,,,2.0
CEP170,CAMSAP1,Ciliated,0.98,1.0,14,21,,,2.0
CEP170,CBL,Ciliated,0.96,1.0,4,6,,,2.0
CEP170,CC2D1A,Ciliated,1.0,1.0,5,10,,,2.0
CEP170,CCNB1,Ciliated,0.93,0.93,2,4,,,2.0
CEP170,CKAP2,Ciliated,1.0,1.0,48,88,,,2.0
CEP170,CRKL,Ciliated,1.0,1.0,258,468,,,2.0
CEP170,CSNK1A1,Ciliated,1.0,1.0,31,58,,,2.0
CEP170,DCLK1,Ciliated,1.0,1.0,6,11,,,2.0
CEP170,DCTN1,Ciliated,1.0,1.0,33,50,,,2.0
CEP170,FAM83D,Ciliated,0.99,1.0,4,7,,,2.0
CEP170,HAUS3,Ciliated,0.88,0.95,6,10,,,2.0
CEP170,HAUS8,Ciliated,0.96,1.0,4,6,,,2.0
CEP170,HSPA1B,Ciliated,1.0,1.0,516,950,,,2.0
CEP170,IFT74,Ciliated,1.0,1.0,8,14,,,2.0
CEP170,CEP170B,Ciliated,1.0,1.0,153,303,,,2.0
CEP170,KIF2A,Ciliated,1.0,1.0,122,240,,,2.0
CEP170,KIF2C,Ciliated,1.0,1.0,161,298,,,2.0
CEP170,KLHL9,Ciliated,0.96,1.0,11,13,,,2.0
CEP170,NCK1,Ciliated,0.96,1.0,20,36,,,2.0
CEP170,PCM1,Ciliated,1.0,1.0,23,45,,,2.0
CEP170,SHC1,Ciliated,0.96,1.0,5,7,,,2.0
CEP170,TRIP6,Ciliated,0.96,0.99,3,5,,,2.0
CEP170,TTK,Ciliated,0.99,1.0,10,18,,,2.0
CEP170,UNC45A,Ciliated,1.0,1.0,7,12,,,2.0
CEP170,WDR62,Ciliated,1.0,1.0,90,156,,,2.0
CEP170,YWHAH,Ciliated,1.0,1.0,24,38,,,2.0
KIAA0753,CEP131,Ciliated,1.0,1.0,183,277,,,2.0
KIAA0753,BAG2,Ciliated,0.88,1.0,15,26,,,2.0
KIAA0753,CCDC138,Ciliated,1.0,1.0,69,93,,,2.0
KIAA0753,CCDC77,Ciliated,1.0,1.0,8,15,,,2.0
KIAA0753,CEP120,Ciliated,1.0,1.0,50,91,,,2.0
KIAA0753,CEP170,Ciliated,1.0,1.0,81,125,,,2.0
KIAA0753,CEP350,Ciliated,1.0,1.0,20,26,,,2.0
KIAA0753,CEP55,Ciliated,1.0,1.0,64,98,,,2.0
KIAA0753,CEP72,Ciliated,0.96,1.0,5,7,,,2.0
KIAA0753,CKAP2,Ciliated,1.0,1.0,50,84,,,2.0
KIAA0753,DVL1,Ciliated,1.0,1.0,11,20,,,2.0
KIAA0753,ECH1,Ciliated,1.0,1.0,17,25,,,2.0
KIAA0753,FOPNL,Ciliated,1.0,1.0,48,61,,,2.0
KIAA0753,HAUS2,Ciliated,0.85,0.9,5,9,,,2.0
KIAA0753,HAUS6,Ciliated,1.0,1.0,52,72,,,2.0
KIAA0753,HAUS8,Ciliated,1.0,1.0,11,17,,,2.0
KIAA0753,LRRC49,Ciliated,1.0,1.0,52,79,,,2.0
KIAA0753,MAP7,Ciliated,0.96,1.0,6,8,,,2.0
KIAA0753,MAP7D1,Ciliated,0.96,0.99,3,5,,,2.0
KIAA0753,MAP7D3,Ciliated,1.0,1.0,81,143,,,2.0
KIAA0753,MKL1,Ciliated,1.0,1.0,11,16,,,2.0
KIAA0753,OFD1,Ciliated,1.0,1.0,230,412,,,2.0
KIAA0753,PCM1,Ciliated,1.0,1.0,361,591,,,2.0
KIAA0753,PIBF1,Ciliated,1.0,1.0,117,213,,,2.0
KIAA0753,PLEKHA5,Ciliated,1.0,1.0,7,11,,,2.0
KIAA0753,SSX2IP,Ciliated,1.0,1.0,53,93,,,2.0
KIAA0753,TPGS1,Ciliated,1.0,1.0,79,113,,,2.0
KIAA0753,TBC1D31,Ciliated,1.0,1.0,21,29,,,2.0
KIAA0753,WRAP73,Ciliated,0.96,1.0,24,26,,,2.0
CEP162,CEP131,Ciliated,1.0,1.0,65,122,,,2.0
CEP162,CC2D1A,Ciliated,0.99,1.0,18,21,,,2.0
CEP162,CCDC138,Ciliated,1.0,1.0,18,32,,,2.0
CEP162,CCP110,Ciliated,0.96,1.0,8,10,,,2.0
CEP162,CEP120,Ciliated,1.0,1.0,16,24,,,2.0
CEP162,CEP170,Ciliated,1.0,1.0,50,99,,,2.0
CEP162,CEP55,Ciliated,0.86,1.0,18,25,,,2.0
CEP162,CEP89,Ciliated,0.96,0.99,3,5,,,2.0
CEP162,CKAP2,Ciliated,0.91,0.98,9,16,,,2.0
CEP162,CSPP1,Ciliated,0.96,0.99,3,5,,,2.0
CEP162,HAUS1,Ciliated,1.0,1.0,15,19,,,2.0
CEP162,HAUS3,Ciliated,1.0,1.0,20,30,,,2.0
CEP162,HAUS4,Ciliated,1.0,1.0,12,19,,,2.0
CEP162,HAUS5,Ciliated,1.0,1.0,20,39,,,2.0
CEP162,HAUS6,Ciliated,1.0,1.0,35,56,,,2.0
CEP162,HAUS7,Ciliated,0.96,1.0,9,11,,,2.0
CEP162,HAUS8,Ciliated,1.0,1.0,17,33,,,2.0
CEP162,KIAA0753,Ciliated,1.0,1.0,13,18,,,2.0
CEP162,LUZP1,Ciliated,1.0,1.0,18,35,,,2.0
CEP162,NEDD1,Ciliated,0.96,1.0,11,13,,,2.0
CEP162,OFD1,Ciliated,1.0,1.0,54,100,,,2.0
CEP162,PCM1,Ciliated,1.0,1.0,428,645,,,2.0
CEP162,PIBF1,Ciliated,1.0,1.0,14,25,,,2.0
CEP162,RPGRIP1L,Ciliated,1.0,1.0,6,10,,,2.0
CEP162,SSX2IP,Ciliated,1.0,1.0,11,18,,,2.0
CEP162,WDR83,Ciliated,0.93,0.93,2,4,,,2.0
CEP162,YWHAH,Ciliated,1.0,1.0,20,25,,,2.0
CEP290,AHCY,Ciliated,1.0,1.0,33,56,,,2.0
CEP290,AK2,Ciliated,0.96,1.0,5,7,,,2.0
CEP290,ANP32A,Ciliated,0.93,0.93,2,4,,,2.0
CEP290,ARPC3,Ciliated,0.96,0.99,3,5,,,2.0
CEP290,CEP131,Ciliated,1.0,1.0,136,250,,,2.0
CEP290,BCAP31,Ciliated,1.0,1.0,9,16,,,2.0
CEP290,C11orf49,Ciliated,0.94,1.0,42,81,,,2.0
CEP290,C21orf2,Ciliated,1.0,1.0,6,10,,,2.0
CEP290,CCDC138,Ciliated,1.0,1.0,15,28,,,2.0
CEP290,CCP110,Ciliated,1.0,1.0,49,94,,,2.0
CEP290,CEP162,Ciliated,1.0,1.0,9,17,,,2.0
CEP290,CEP170,Ciliated,1.0,1.0,72,117,,,2.0
CEP290,CEP72,Ciliated,0.93,0.93,2,4,,,2.0
CEP290,CEP97,Ciliated,1.0,1.0,53,99,,,2.0
CEP290,CSPP1,Ciliated,1.0,1.0,7,12,,,2.0
CEP290,CYB5R3,Ciliated,1.0,1.0,5,9,,,2.0
CEP290,ECH1,Ciliated,1.0,1.0,8,13,,,2.0
CEP290,GYS1,Ciliated,1.0,1.0,4,8,,,2.0
CEP290,HAUS7,Ciliated,0.93,0.93,2,4,,,2.0
CEP290,HAUS8,Ciliated,1.0,1.0,7,11,,,2.0
CEP290,IQCB1,Ciliated,0.99,1.0,6,9,,,2.0
CEP290,ISOC1,Ciliated,1.0,1.0,19,31,,,2.0
CEP290,KDELR2,Ciliated,0.96,1.0,4,6,,,2.0
CEP290,LRRC49,Ciliated,1.0,1.0,100,191,,,2.0
CEP290,LUZP1,Ciliated,0.97,1.0,18,28,,,2.0
CEP290,MIF,Ciliated,0.91,0.99,28,46,,,2.0
CEP290,MPHOSPH9,Ciliated,1.0,1.0,12,21,,,2.0
CEP290,MTPN,Ciliated,0.93,0.93,2,4,,,2.0
CEP290,NEK1,Ciliated,1.0,1.0,95,180,,,2.0
CEP290,OFD1,Ciliated,1.0,1.0,39,73,,,2.0
CEP290,PAWR,Ciliated,0.96,1.0,5,7,,,2.0
CEP290,PCM1,Ciliated,1.0,1.0,228,442,,,2.0
CEP290,PIBF1,Ciliated,1.0,1.0,10,16,,,2.0
CEP290,PLP2,Ciliated,0.96,0.99,3,5,,,2.0
CEP290,PMPCB,Ciliated,1.0,1.0,5,9,,,2.0
CEP290,PTGES3,Ciliated,0.98,1.0,15,28,,,2.0
CEP290,RAB2A,Ciliated,0.96,0.99,3,5,,,2.0
CEP290,SSX2IP,Ciliated,1.0,1.0,15,27,,,2.0
CEP290,TPGS1,Ciliated,1.0,1.0,51,97,,,2.0
CEP290,WRAP73,Ciliated,0.96,1.0,5,7,,,2.0
CEP290,YWHAH,Ciliated,1.0,1.0,12,24,,,2.0
CEP128,ABLIM1,Ciliated,1.0,1.0,10,16,,,2.0
CEP128,ACTR2,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,ADSL,Ciliated,1.0,1.0,9,14,,,2.0
CEP128,AGTPBP1,Ciliated,0.92,0.95,6,11,,,2.0
CEP128,ALMS1,Ciliated,1.0,1.0,10,16,,,2.0
CEP128,AMOT,Ciliated,1.0,1.0,8,16,,,2.0
CEP128,ANKRD26,Ciliated,1.0,1.0,13,20,,,2.0
CEP128,ANKRD28,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,AP2A1,Ciliated,0.85,1.0,16,28,,,2.0
CEP128,AP2B1,Ciliated,1.0,1.0,22,42,,,2.0
CEP128,AP2S1,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,APC,Ciliated,1.0,1.0,195,384,,,2.0
CEP128,ARFGAP3,Ciliated,1.0,1.0,7,11,,,2.0
CEP128,ARHGAP21,Ciliated,1.0,1.0,7,11,,,2.0
CEP128,ARPC3,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,ASCC2,Ciliated,1.0,1.0,6,10,,,2.0
CEP128,ASCC3,Ciliated,1.0,1.0,17,33,,,2.0
CEP128,ATXN10,Ciliated,0.96,0.99,3,5,,,2.0
CEP128,AURKA,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,CEP131,Ciliated,1.0,1.0,282,563,,,2.0
CEP128,BCAS3,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,BCR,Ciliated,1.0,1.0,29,56,,,2.0
CEP128,BICD1,Ciliated,1.0,1.0,4,8,,,2.0
CEP128,BICD2,Ciliated,1.0,1.0,24,45,,,2.0
CEP128,PROSER3,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,C1orf198,Ciliated,0.9,0.94,9,17,,,2.0
CEP128,GID8,Ciliated,1.0,1.0,6,11,,,2.0
CEP128,C2CD3,Ciliated,1.0,1.0,22,42,,,2.0
CEP128,CAMSAP1,Ciliated,1.0,1.0,11,20,,,2.0
CEP128,CAMSAP2,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,CAMSAP3,Ciliated,1.0,1.0,11,18,,,2.0
CEP128,CASK,Ciliated,0.96,1.0,8,10,,,2.0
CEP128,CBL,Ciliated,0.99,1.0,6,9,,,2.0
CEP128,CC2D1A,Ciliated,1.0,1.0,14,27,,,2.0
CEP128,CCDC102A,Ciliated,0.96,1.0,4,6,,,2.0
CEP128,CCDC112,Ciliated,1.0,1.0,5,9,,,2.0
CEP128,CCDC138,Ciliated,1.0,1.0,102,201,,,2.0
CEP128,CCDC14,Ciliated,1.0,1.0,24,47,,,2.0
CEP128,CCDC18,Ciliated,1.0,1.0,36,62,,,2.0
CEP128,CCDC22,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,CCDC53,Ciliated,1.0,1.0,9,15,,,2.0
CEP128,CCDC66,Ciliated,1.0,1.0,23,45,,,2.0
CEP128,CCDC77,Ciliated,1.0,1.0,20,37,,,2.0
CEP128,CCNB1,Ciliated,0.96,0.99,3,5,,,2.0
CEP128,CCNB2,Ciliated,1.0,1.0,11,17,,,2.0
CEP128,CCP110,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,CDC123,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,CDC20,Ciliated,0.99,1.0,6,9,,,2.0
CEP128,CDK5,Ciliated,0.99,1.0,7,10,,,2.0
CEP128,CEP120,Ciliated,1.0,1.0,19,35,,,2.0
CEP128,CEP135,Ciliated,1.0,1.0,57,104,,,2.0
CEP128,CEP152,Ciliated,1.0,1.0,31,56,,,2.0
CEP128,CEP162,Ciliated,1.0,1.0,16,28,,,2.0
CEP128,CEP164,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,CEP170,Ciliated,1.0,1.0,106,188,,,2.0
CEP128,CEP192,Ciliated,1.0,1.0,133,260,,,2.0
CEP128,CEP290,Ciliated,0.96,1.0,5,7,,,2.0
CEP128,CEP350,Ciliated,1.0,1.0,83,158,,,2.0
CEP128,CEP44,Ciliated,1.0,1.0,7,13,,,2.0
CEP128,CEP55,Ciliated,1.0,1.0,51,95,,,2.0
CEP128,CEP63,Ciliated,1.0,1.0,32,53,,,2.0
CEP128,CEP72,Ciliated,1.0,1.0,54,103,,,2.0
CEP128,CEP85,Ciliated,1.0,1.0,10,17,,,2.0
CEP128,CEP85L,Ciliated,1.0,1.0,16,27,,,2.0
CEP128,CEP89,Ciliated,1.0,1.0,6,10,,,2.0
CEP128,CEP95,Ciliated,0.96,1.0,4,6,,,2.0
CEP128,CEP97,Ciliated,0.85,0.9,5,9,,,2.0
CEP128,CKAP5,Ciliated,1.0,1.0,146,281,,,2.0
CEP128,CNTRL,Ciliated,0.96,1.0,5,7,,,2.0
CEP128,CNTROB,Ciliated,1.0,1.0,8,16,,,2.0
CEP128,COMMD3-BMI1,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,COPA,Ciliated,0.92,0.97,12,21,,,2.0
CEP128,CPVL,Ciliated,0.96,0.98,17,30,,,2.0
CEP128,CRK,Ciliated,1.0,1.0,108,214,,,2.0
CEP128,CSNK1A1,Ciliated,1.0,1.0,17,30,,,2.0
CEP128,CSNK1D,Ciliated,1.0,1.0,19,36,,,2.0
CEP128,CSNK1E,Ciliated,1.0,1.0,20,38,,,2.0
CEP128,CSPP1,Ciliated,1.0,1.0,181,354,,,2.0
CEP128,CTNNAL1,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,CTNNB1,Ciliated,1.0,1.0,30,56,,,2.0
CEP128,CYLD,Ciliated,1.0,1.0,61,118,,,2.0
CEP128,DAPK3,Ciliated,1.0,1.0,10,17,,,2.0
CEP128,DBT,Ciliated,1.0,1.0,14,26,,,2.0
CEP128,DCLK1,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,DDX47,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,DHX35,Ciliated,1.0,1.0,34,64,,,2.0
CEP128,DLG5,Ciliated,1.0,1.0,43,79,,,2.0
CEP128,DSP,Ciliated,1.0,1.0,60,103,,,2.0
CEP128,DTNB,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,DVL1,Ciliated,1.0,1.0,17,28,,,2.0
CEP128,DVL2,Ciliated,1.0,1.0,75,143,,,2.0
CEP128,DVL3,Ciliated,1.0,1.0,146,287,,,2.0
CEP128,DYNLL1,Ciliated,1.0,1.0,7,13,,,2.0
CEP128,ECD,Ciliated,1.0,1.0,25,46,,,2.0
CEP128,ECH1,Ciliated,1.0,1.0,10,17,,,2.0
CEP128,EIF4ENIF1,Ciliated,1.0,1.0,8,12,,,2.0
CEP128,ERC1,Ciliated,1.0,1.0,32,61,,,2.0
CEP128,ERLIN2,Ciliated,1.0,1.0,5,9,,,2.0
CEP128,EXOC4,Ciliated,0.98,1.0,15,24,,,2.0
CEP128,CCSER2,Ciliated,1.0,1.0,16,27,,,2.0
CEP128,FAM199X,Ciliated,0.96,1.0,5,7,,,2.0
CEP128,FAM21A,Ciliated,1.0,1.0,152,297,,,2.0
CEP128,FAM21C,Ciliated,1.0,1.0,130,247,,,2.0
CEP128,FAM83B,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,FBF1,Ciliated,1.0,1.0,4,8,,,2.0
CEP128,FERMT2,Ciliated,0.96,0.99,3,5,,,2.0
CEP128,FGFR1OP,Ciliated,1.0,1.0,52,103,,,2.0
CEP128,FOPNL,Ciliated,1.0,1.0,22,44,,,2.0
CEP128,GIGYF1,Ciliated,0.99,1.0,5,8,,,2.0
CEP128,GNB1,Ciliated,1.0,1.0,11,19,,,2.0
CEP128,GPATCH1,Ciliated,1.0,1.0,106,210,,,2.0
CEP128,HAUS1,Ciliated,1.0,1.0,34,68,,,2.0
CEP128,HAUS2,Ciliated,1.0,1.0,16,25,,,2.0
CEP128,HAUS3,Ciliated,1.0,1.0,51,101,,,2.0
CEP128,HAUS4,Ciliated,1.0,1.0,24,45,,,2.0
CEP128,HAUS5,Ciliated,1.0,1.0,48,93,,,2.0
CEP128,HAUS6,Ciliated,1.0,1.0,88,169,,,2.0
CEP128,HAUS7,Ciliated,1.0,1.0,24,41,,,2.0
CEP128,HAUS8,Ciliated,1.0,1.0,29,57,,,2.0
CEP128,HTATSF1,Ciliated,1.0,1.0,13,23,,,2.0
CEP128,IBTK,Ciliated,1.0,1.0,17,30,,,2.0
CEP128,IFT46,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,IFT57,Ciliated,0.96,1.0,6,8,,,2.0
CEP128,IFT74,Ciliated,1.0,1.0,28,52,,,2.0
CEP128,IFT81,Ciliated,1.0,1.0,18,32,,,2.0
CEP128,IPO11,Ciliated,1.0,1.0,12,23,,,2.0
CEP128,IPO8,Ciliated,1.0,1.0,42,79,,,2.0
CEP128,IQCB1,Ciliated,0.96,1.0,4,6,,,2.0
CEP128,JUP,Ciliated,0.96,1.0,13,21,,,2.0
CEP128,KBTBD6,Ciliated,1.0,1.0,7,12,,,2.0
CEP128,KIAA0196,Ciliated,1.0,1.0,43,78,,,2.0
CEP128,CEP170B,Ciliated,1.0,1.0,20,36,,,2.0
CEP128,KIAA0753,Ciliated,1.0,1.0,64,123,,,2.0
CEP128,ZSWIM8,Ciliated,1.0,1.0,20,37,,,2.0
CEP128,KIAA1033,Ciliated,1.0,1.0,38,76,,,2.0
CEP128,CFAP97,Ciliated,1.0,1.0,20,37,,,2.0
CEP128,KIAA1524,Ciliated,1.0,1.0,36,70,,,2.0
CEP128,KIAA1671,Ciliated,1.0,1.0,52,94,,,2.0
CEP128,KIF14,Ciliated,1.0,1.0,15,27,,,2.0
CEP128,KIF7,Ciliated,1.0,1.0,41,80,,,2.0
CEP128,LMO7,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,LRRC47,Ciliated,0.99,1.0,6,9,,,2.0
CEP128,LRRC49,Ciliated,1.0,1.0,64,119,,,2.0
CEP128,LTV1,Ciliated,0.96,1.0,4,6,,,2.0
CEP128,LUZP1,Ciliated,1.0,1.0,123,242,,,2.0
CEP128,LZTS2,Ciliated,1.0,1.0,13,18,,,2.0
CEP128,MAP7D3,Ciliated,1.0,1.0,39,72,,,2.0
CEP128,MB21D2,Ciliated,0.99,1.0,5,8,,,2.0
CEP128,MED4,Ciliated,1.0,1.0,30,57,,,2.0
CEP128,MIB1,Ciliated,1.0,1.0,17,33,,,2.0
CEP128,MIB2,Ciliated,1.0,1.0,4,8,,,2.0
CEP128,MPHOSPH9,Ciliated,1.0,1.0,57,101,,,2.0
CEP128,MPP5,Ciliated,0.96,1.0,5,7,,,2.0
CEP128,NARS,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,NAV1,Ciliated,1.0,1.0,73,144,,,2.0
CEP128,NCKAP1,Ciliated,0.96,1.0,12,19,,,2.0
CEP128,NCKAP5L,Ciliated,1.0,1.0,4,8,,,2.0
CEP128,NDE1,Ciliated,1.0,1.0,28,56,,,2.0
CEP128,NDEL1,Ciliated,1.0,1.0,10,18,,,2.0
CEP128,NDUFA5,Ciliated,0.96,0.99,3,5,,,2.0
CEP128,NDUFS8,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,NEBL,Ciliated,0.96,1.0,7,9,,,2.0
CEP128,NECAP2,Ciliated,0.96,0.99,3,5,,,2.0
CEP128,NEDD1,Ciliated,1.0,1.0,25,49,,,2.0
CEP128,NFATC3,Ciliated,1.0,1.0,5,10,,,2.0
CEP128,NINL,Ciliated,0.96,1.0,4,6,,,2.0
CEP128,NIN,Ciliated,1.0,1.0,21,35,,,2.0
CEP128,NME7,Ciliated,1.0,1.0,28,51,,,2.0
CEP128,NPHP1,Ciliated,0.96,1.0,5,7,,,2.0
CEP128,NPHP4,Ciliated,1.0,1.0,15,27,,,2.0
CEP128,NRBF2,Ciliated,1.0,1.0,6,11,,,2.0
CEP128,NUP205,Ciliated,0.96,1.0,4,6,,,2.0
CEP128,OCRL,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,ODF2L,Ciliated,0.99,0.99,3,6,,,2.0
CEP128,ODF2,Ciliated,1.0,1.0,71,133,,,2.0
CEP128,OFD1,Ciliated,1.0,1.0,149,287,,,2.0
CEP128,PALLD,Ciliated,1.0,1.0,8,15,,,2.0
CEP128,PCBP3,Ciliated,1.0,1.0,9,15,,,2.0
CEP128,PCM1,Ciliated,1.0,1.0,480,896,,,2.0
CEP128,PDCL,Ciliated,0.96,1.0,4,6,,,2.0
CEP128,PDZD11,Ciliated,1.0,1.0,4,8,,,2.0
CEP128,PEF1,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,PHLDB2,Ciliated,1.0,1.0,10,20,,,2.0
CEP128,PIBF1,Ciliated,1.0,1.0,134,265,,,2.0
CEP128,PKN2,Ciliated,1.0,1.0,5,9,,,2.0
CEP128,PLEKHG1,Ciliated,1.0,1.0,61,106,,,2.0
CEP128,PLK1,Ciliated,0.99,1.0,11,14,,,2.0
CEP128,KIZ,Ciliated,1.0,1.0,11,20,,,2.0
CEP128,PM20D2,Ciliated,1.0,1.0,6,11,,,2.0
CEP128,POLR2A,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,PPP1R13B,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,PPP2R3C,Ciliated,1.0,1.0,13,25,,,2.0
CEP128,PRKACA,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,ProSAPiP1,Ciliated,1.0,1.0,4,8,,,2.0
CEP128,IFT22,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,RAD50,Ciliated,1.0,1.0,15,29,,,2.0
CEP128,RASAL2,Ciliated,1.0,1.0,4,8,,,2.0
CEP128,RPGRIP1L,Ciliated,1.0,1.0,64,126,,,2.0
CEP128,SCLT1,Ciliated,1.0,1.0,16,28,,,2.0
CEP128,SDCCAG3,Ciliated,1.0,1.0,59,112,,,2.0
CEP128,SDHA,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,SEC24B,Ciliated,1.0,1.0,7,11,,,2.0
CEP128,SH3GLB1,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,SIPA1L1,Ciliated,1.0,1.0,26,50,,,2.0
CEP128,SIPA1L2,Ciliated,1.0,1.0,36,69,,,2.0
CEP128,SLAIN2,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,SLC25A12,Ciliated,1.0,1.0,4,8,,,2.0
CEP128,SMG7,Ciliated,1.0,1.0,8,15,,,2.0
CEP128,SORBS1,Ciliated,0.99,1.0,7,10,,,2.0
CEP128,SPATA18,Ciliated,1.0,1.0,9,17,,,2.0
CEP128,SPATA2,Ciliated,1.0,1.0,26,52,,,2.0
CEP128,SPATA24,Ciliated,0.99,1.0,9,12,,,2.0
CEP128,SPATA2L,Ciliated,1.0,1.0,6,11,,,2.0
CEP128,SPICE1,Ciliated,1.0,1.0,13,17,,,2.0
CEP128,SRP72,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,SRSF2,Ciliated,0.99,1.0,5,8,,,2.0
CEP128,SSX2IP,Ciliated,1.0,1.0,69,133,,,2.0
CEP128,STK3,Ciliated,0.96,1.0,5,7,,,2.0
CEP128,STXBP4,Ciliated,0.96,1.0,4,6,,,2.0
CEP128,TANC1,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,TANK,Ciliated,0.99,1.0,5,8,,,2.0
CEP128,TBK1,Ciliated,1.0,1.0,20,39,,,2.0
CEP128,TCHP,Ciliated,1.0,1.0,34,68,,,2.0
CEP128,TEX9,Ciliated,1.0,1.0,8,16,,,2.0
CEP128,TJP1,Ciliated,1.0,1.0,85,158,,,2.0
CEP128,TJP2,Ciliated,1.0,1.0,32,56,,,2.0
CEP128,TMED2,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,TNRC6B,Ciliated,1.0,1.0,14,27,,,2.0
CEP128,TP53,Ciliated,0.91,0.95,11,20,,,2.0
CEP128,TP53BP2,Ciliated,1.0,1.0,26,52,,,2.0
CEP128,TPGS1,Ciliated,1.0,1.0,49,94,,,2.0
CEP128,TRIM26,Ciliated,1.0,1.0,11,22,,,2.0
CEP128,TRIM37,Ciliated,1.0,1.0,15,28,,,2.0
CEP128,TRIM41,Ciliated,1.0,1.0,15,21,,,2.0
CEP128,TRIM56,Ciliated,0.93,0.93,2,4,,,2.0
CEP128,TRIM9,Ciliated,1.0,1.0,62,123,,,2.0
CEP128,TRIP6,Ciliated,0.96,0.99,3,5,,,2.0
CEP128,TSNAX,Ciliated,1.0,1.0,29,54,,,2.0
CEP128,TTF2,Ciliated,0.99,1.0,4,7,,,2.0
CEP128,TTK,Ciliated,1.0,1.0,26,44,,,2.0
CEP128,TTLL5,Ciliated,1.0,1.0,5,9,,,2.0
CEP128,TXLNA,Ciliated,1.0,1.0,13,24,,,2.0
CEP128,TXLNG,Ciliated,1.0,1.0,22,43,,,2.0
